X;Y;X;Y;X;Y;X;Y
595;0,0049;;;;;;
595,625;0,002;;;;;;
596,25;0,0029;;;;;;
596,875;0,0015;;;;;;
597,5;0,0022;;;;;;
598,125;0,0024;;;;;;
598,75;0,0005;;;;;;
599,375;0,0017;;;;;;
600;0,0016;;;;;;
600,625;0,0004;;;;;;
601,25;0,0015;;;;;;
601,875;0,002;;;;;;
602,5;0,001;;;;;;
603,125;0,0008;;;;;;
603,75;0,0027;;;;;;
604,375;0,003;;;;;;
605;0,0005;;;;;;
605,625;0,0022;;;;;;
606,25;0,0007;;;;;;
606,875;0,0019;;;;;;
607,5;0,001;;;;;;
608,125;0,002;;;;;;
608,75;0,0025;;;;;;
609,375;0,0015;;;;;;
610;0,0006;;;;;;
610,625;0,0011;;;;;;
611,25;0,0017;;;;;;
611,875;0,0032;;;;;;
612,5;0,0014;;;;;;
613,125;0,0022;;;;;;
613,75;0,0018;;;;;;
614,375;0,0012;;;;;;
615;0,0012;;;;;;
615,625;0,0008;;;;;;
616,25;0,0025;;;;;;
616,875;0,0008;;;;;;
617,5;0,0024;;;;;;
618,125;0,0024;;;;;;
618,75;0,0017;;;;;;
619,375;0,0048;;;;;;
620;0,0059;;;;;;
620,625;0,0045;;;;;;
621,25;0,0056;;;;;;
621,875;0,0042;;;;;;
622,5;0,0015;;;;;;
623,125;0,002;;;;;;
623,75;0,0026;;;;;;
624,375;0,0026;;;;;;
625;0,0016;;;;;;
625,625;0,0009;;;;;;
626,25;0,0029;;;;;;
626,875;0,0025;;;;;;
627,5;0,0019;;;;;;
628,125;0,0019;;;;;;
628,75;0,0044;;;;;;
629,375;0,0039;;;;;;
630;0,0029;;;;;;
630,625;0,0026;;;;;;
631,25;0,0033;;;;;;
631,875;0,0017;;;;;;
632,5;0,0005;;;;;;
633,125;0,0022;;;;;;
633,75;0,0023;;;;;;
634,375;0,0025;;;;;;
635;0,0019;;;;;;
635,625;0,0008;;;;;;
636,25;0,0009;;;;;;
636,875;0,0015;;;;;;
637,5;0,0022;;;;;;
638,125;0,0025;;;;;;
638,75;0,0019;;;;;;
639,375;0,0032;;;;;;
640;0,0006;;;;;;
640,625;0,0011;;;;;;
641,25;0,001;;;;;;
641,875;0,0004;;;;;;
642,5;0,0023;;;;;;
643,125;0,004;;;;;;
643,75;0,0043;;;;;;
644,375;0,0034;;;;;;
645;0,0029;;;;;;
645,625;0,0033;;;;;;
646,25;0,0024;;;;;;
646,875;0,001;;;;;;
647,5;0,0002;;;;;;
648,125;0,0013;;;;;;
648,75;0,0025;;;;;;
649,375;0,0022;;;;;;
650;0,0008;;;;;;
650,625;0,0022;;;;;;
651,25;0,0013;;;;;;
651,875;0,0026;;;;;;
652,5;0,0017;;;;;;
653,125;0,001;;;;;;
653,75;0,0018;;;;;;
654,375;0,0041;;;;;;
655;0,001;;;;;;
655,625;0,0003;;;;;;
656,25;0,0017;;;;;;
656,875;0,0012;;;;;;
657,5;0,0015;;;;;;
658,125;0,0018;;;;;;
658,75;0,0003;;;;;;
659,375;0,0009;;;;;;
660;0;;;;;;
660,625;0,0011;;;;;;
661,25;0,0007;;;;;;
661,875;0,0008;;;;;;
662,5;0,0024;;;;;;
663,125;0,0022;;;;;;
663,75;0,0001;;;;;;
664,375;0,0012;;;;;;
665;0,0013;;;;;;
665,625;0,0013;;;;;;
666,25;0,0016;;;;;;
666,875;0,0017;;;;;;
667,5;0,0012;;;;;;
668,125;0,0008;;;;;;
668,75;0,0005;;;;;;
669,375;0,0023;;;;;;
670;0,003;;;;;;
670,625;0,0018;;;;;;
671,25;0,0002;;;;;;
671,875;0,0015;;;;;;
672,5;0,0018;;;;;;
673,125;0,0006;;;;;;
673,75;0,0006;;;;;;
674,375;0,0003;;;;;;
675;0,0003;;;;;;
675,625;0,0003;;;;;;
676,25;0,0008;;;;;;
676,875;0,001;;;;;;
677,5;0,0008;;;;;;
678,125;0,0011;;;;;;
678,75;0,0013;;;;;;
679,375;0,0026;;;;;;
680;0,002;;;;;;
680,625;0,0011;;;;;;
681,25;0,0013;;;;;;
681,875;0,0015;;;;;;
682,5;0,0013;;;;;;
683,125;0,001;;;;;;
683,75;0,0003;;;;;;
684,375;0,0008;;;;;;
685;0,0007;;;;;;
685,625;0,0006;;;;;;
686,25;0,0012;;;;;;
686,875;0,0015;;;;;;
687,5;0,0013;;;;;;
688,125;0,0005;;;;;;
688,75;0,0004;;;;;;
689,375;0,0005;;;;;;
690;0,0009;;;;;;
690,625;0,0008;;;;;;
691,25;0,0005;;;;;;
691,875;0,0007;;;;;;
692,5;0,0006;;;;;;
693,125;0,0005;;;;;;
693,75;0,0007;;;;;;
694,375;0,0006;;;;;;
695;0,0011;;;;;;
695,625;0,0013;;;;;;
696,25;0,0003;;;;;;
696,875;0,0008;;;;;;
697,5;0,0007;;;;;;
698,125;0,0009;;;;;;
698,75;0,0011;;;;;;
699,375;0,0007;;;;;;
700;0,0006;;;;;;
700,625;0,0001;;;;;;
701,25;0,0004;;;;;;
701,875;0,0007;;;;;;
702,5;0,0006;;;;;;
703,125;0,0004;;;;;;
703,75;0,0005;;;;;;
704,375;0,0005;;;;;;
705;0,0008;;;;;;
705,625;0,0005;;;;;;
706,25;0,0001;;;;;;
706,875;0,0003;;;;;;
707,5;0,0006;;;;;;
708,125;0,0005;;;;;;
708,75;0,0007;;;;;;
709,375;0,0005;;;;;;
710;0,0007;;;;;;
710,625;0,0008;;;;;;
711,25;0,0004;;;;;;
711,875;0,0006;;;;;;
712,5;0,0005;;;;;;
713,125;0,0004;;;;;;
713,75;0,0005;;;;;;
714,375;0,0003;;;;;;
715;0,0002;;;;;;
715,625;0,0007;;;;;;
716,25;0,0006;;;;;;
716,875;0,0006;;;;;;
717,5;0,0014;;;;;;
718,125;0,0009;;;;;;
718,75;0,0012;;;;;;
719,375;0,0012;;;;;;
720;0,0003;;;;;;
720,625;0,001;;;;;;
721,25;0,0009;;;;;;
721,875;0,0018;;;;;;
722,5;0,0011;;;;;;
723,125;0,0004;;;;;;
723,75;0,0012;;;;;;
724,375;0,0016;;;;;;
725;0,0016;;;;;;
725,625;0,0017;;;;;;
726,25;0,0009;;;;;;
726,875;0,0016;;;;;;
727,5;0,0016;;;;;;
728,125;0,0011;;;;;;
728,75;0,0006;;;;;;
729,375;0,0002;;;;;;
730;0,0004;;;;;;
730,625;0,0003;;;;;;
731,25;0,0006;;;;;;
731,875;0,0007;;;;;;
732,5;0,0006;;;;;;
733,125;0,0008;;;;;;
733,75;0,0009;;;;;;
734,375;0,0019;;;;;;
735;0,0019;;;;;;
735,625;0,0007;;;;;;
736,25;0,0006;;;;;;
736,875;0,0008;;;;;;
737,5;0,0011;;;;;;
738,125;0,0012;;;;;;
738,75;0,0015;;;;;;
739,375;0,0013;;;;;;
740;0,001;;;;;;
740,625;0,0006;;;;;;
741,25;0,0012;;;;;;
741,875;0,0009;;;;;;
742,5;0,0008;;;;;;
743,125;0,0008;;;;;;
743,75;0,0014;;;;;;
744,375;0,0003;;;;;;
745;0,0013;;;;;;
745,625;0,0017;;;;;;
746,25;0,0008;;;;;;
746,875;0,0016;;;;;;
747,5;0,0024;;;;;;
748,125;0,0024;;;;;;
748,75;0,0023;;;;;;
749,375;0,0023;;;;;;
750;0,0021;;;;;;
750,625;0,0014;;;;;;
751,25;0,0005;;;;;;
751,875;0,0019;;;;;;
752,5;0,0025;;;;;;
753,125;0,0023;;;;;;
753,75;0,0018;;;;;;
754,375;0,001;;;;;;
755;0,002;;;;;;
755,625;0,0019;;;;;;
756,25;0,0012;;;;;;
756,875;0,0007;;;;;;
757,5;0,0003;;;;;;
758,125;0,0003;;;;;;
758,75;0,0008;;;;;;
759,375;0,0007;;;;;;
760;0,0005;;;;;;
760,625;0,0004;;;;;;
761,25;0,0004;;;;;;
761,875;0,0001;;;;;;
762,5;0,0009;;;;;;
763,125;0,001;;;;;;
763,75;0,0011;;;;;;
764,375;0,0013;;;;;;
765;0,0007;;;;;;
765,625;0,0003;;;;;;
766,25;0,0006;;;;;;
766,875;0,001;;;;;;
767,5;0,0007;;;;;;
768,125;0,0002;;;;;;
768,75;0,0006;;;;;;
769,375;0,0016;;;;;;
770;0,0006;;;;;;
770,625;0,0003;;;;;;
771,25;0,0008;;;;;;
771,875;0,0014;;;;;;
772,5;0,0015;;;;;;
773,125;0,0016;;;;;;
773,75;0,0005;;;;;;
774,375;0,0021;;;;;;
775;0,0013;;;;;;
775,625;0,001;;;;;;
776,25;0,0006;;;;;;
776,875;0,0007;;;;;;
777,5;0,0017;;;;;;
778,125;0,0017;;;;;;
778,75;0,0015;;;;;;
779,375;0,001;;;;;;
780;0,001;;;;;;
780,625;0,0009;;;;;;
781,25;0,0006;;;;;;
781,875;0,0005;;;;;;
782,5;0,001;;;;;;
783,125;0,0005;;;;;;
783,75;0,0011;;;;;;
784,375;0,0011;;;;;;
785;0,0018;;;;;;
785,625;0,0017;;;;;;
786,25;0,0008;;;;;;
786,875;0,0008;;;;;;
787,5;0,0006;;;;;;
788,125;0,0012;;;;;;
788,75;0,0012;;;;;;
789,375;0,0004;;;;;;
790;0,0005;;;;;;
790,625;0,0009;;;;;;
791,25;0,0021;;;;;;
791,875;0,0022;;;;;;
792,5;0,001;;;;;;
793,125;0,0011;;;;;;
793,75;0,0021;;;;;;
794,375;0,0019;;;;;;
795;0,0008;;;;;;
795,625;0,0008;;;;;;
796,25;0,001;;;;;;
796,875;0,0015;;;;;;
797,5;0,0026;;;;;;
798,125;0,0005;;;;;;
798,75;0,0013;;;;;;
799,375;0,0023;;;;;;
800;0,0023;;;;;;
800,625;0,0013;;;;;;
801,25;0,0019;;;;;;
801,875;0,0022;;;;;;
802,5;0,0017;;;;;;
803,125;0,0014;;;;;;
803,75;0,001;;;;;;
804,375;0,0019;;;;;;
805;0,0032;;;;;;
805,625;0,0028;;;;;;
806,25;0,001;;;;;;
806,875;0,002;;;;;;
807,5;0,0007;;;;;;
808,125;0,0015;;;;;;
808,75;0,0013;;;;;;
809,375;0,0021;;;;;;
810;0,0015;;;;;;
810,625;0,0018;;;;;;
811,25;0,0017;;;;;;
811,875;0,0017;;;;;;
812,5;0,0049;;;;;;
813,125;0,0033;;;;;;
813,75;0,0015;;;;;;
814,375;0,0018;;;;;;
815;0,0006;;;;;;
815,625;0,0006;;;;;;
816,25;0,001;;;;;;
816,875;0,0008;;;;;;
817,5;0,0006;;;;;;
818,125;0,0003;;;;;;
818,75;0,0013;;;;;;
819,375;0,0038;;;;;;
820;0,0045;;;;;;
820,625;0,0027;;;;;;
821,25;0,0012;;;;;;
821,875;0,0009;;;;;;
822,5;0,0008;;;;;;
823,125;0,0015;;;;;;
823,75;0,0008;;;;;;
824,375;0,0022;;;;;;
825;0,0017;;;;;;
825,625;0,0018;;;;;;
826,25;0,0024;;;;;;
826,875;0,0011;;;;;;
827,5;0,0014;;;;;;
828,125;0,0017;;;;;;
828,75;0,0021;;;;;;
829,375;0,0015;;;;;;
830;0,0011;;;;;;
830,625;0,0021;;;;;;
831,25;0,0016;;;;;;
831,875;0,0015;;;;;;
832,5;0,0003;;;;;;
833,125;0,002;;;;;;
833,75;0,0024;;;;;;
834,375;0,0022;;;;;;
835;0,0026;;;;;;
835,625;0,0025;;;;;;
836,25;0,0015;;;;;;
836,875;0,0009;;;;;;
837,5;0,0012;;;;;;
838,125;0,003;;;;;;
838,75;0,0042;;;;;;
839,375;0,0041;;;;;;
840;0,0024;;;;;;
840,625;0,0007;;;;;;
841,25;0,0004;;;;;;
841,875;0,0011;;;;;;
842,5;0,0018;;;;;;
843,125;0,0024;;;;;;
843,75;0,0002;;;;;;
844,375;0,0013;;;;;;
845;0,0006;;;;;;
845,625;0,0015;;;;;;
846,25;0,0009;;;;;;
846,875;0,0007;;;;;;
847,5;0,0008;;;;;;
848,125;0,0006;;;;;;
848,75;0,0013;;;;;;
849,375;0,0023;;;;;;
850;0,0013;;;;;;
850,625;0,0004;;;;;;
851,25;0,0009;;;;;;
851,875;0,0016;;;;;;
852,5;0,0033;;;;;;
853,125;0,004;;;;;;
853,75;0,0038;;;;;;
854,375;0,0013;;;;;;
855;0,0017;;;;;;
855,625;0,0022;;;;;;
856,25;0,0016;;;;;;
856,875;0,0009;;;;;;
857,5;0,0014;;;;;;
858,125;0,003;;;;;;
858,75;0,0029;;;;;;
859,375;0,0026;;;;;;
860;0,0028;;;;;;
860,625;0,0013;;;;;;
861,25;0,0013;;;;;;
861,875;0,0012;;;;;;
862,5;0,0012;;;;;;
863,125;0,0032;;;;;;
863,75;0,0031;;;;;;
864,375;0,0023;;;;;;
865;0,0016;;;;;;
865,625;0,0005;;;;;;
866,25;0,0015;;;;;;
866,875;0,0007;;;;;;
867,5;0,0001;;;;;;
868,125;0,0004;;;;;;
868,75;0,0012;;;;;;
869,375;0,0017;;;;;;
870;0,0015;;;;;;
870,625;0,0023;;;;;;
871,25;0,0031;;;;;;
871,875;0,003;;;;;;
872,5;0,0021;;;;;;
873,125;0,0017;;;;;;
873,75;0,0013;;;;;;
874,375;0,0004;;;;;;
875;0,0012;;;;;;
875,625;0,0006;;;;;;
876,25;0,001;;;;;;
876,875;0,0013;;;;;;
877,5;0,0021;;;;;;
878,125;0,0029;;;;;;
878,75;0,0026;;;;;;
879,375;0,0028;;;;;;
880;0,0033;;;;;;
880,625;0,0021;;;;;;
881,25;0,0011;;;;;;
881,875;0,0009;;;;;;
882,5;0,0011;;;;;;
883,125;0,0012;;;;;;
883,75;0,0026;;;;;;
884,375;0,0022;;;;;;
885;0,0016;;;;;;
885,625;0,0017;;;;;;
886,25;0,0022;;;;;;
886,875;0,0029;;;;;;
887,5;0,0023;;;;;;
888,125;0,0007;;;;;;
888,75;0,0025;;;;;;
889,375;0,0044;;;;;;
890;0,0044;;;;;;
890,625;0,0025;;;;;;
891,25;0,001;;;;;;
891,875;0,0016;;;;;;
892,5;0,0029;;;;;;
893,125;0,0036;;;;;;
893,75;0,0009;;;;;;
894,375;0,0026;;;;;;
895;0,0012;;;;;;
895,625;0,0008;;;;;;
896,25;0,0005;;;;;;
896,875;0,0014;;;;;;
897,5;0,0014;;;;;;
898,125;0,0022;;;;;;
898,75;0,0021;;;;;;
899,375;0,0038;;;;;;
900;0,0034;;;;;;
900,625;0,0006;;;;;;
901,25;0,001;;;;;;
901,875;0,0008;;;;;;
902,5;0,0023;;;;;;
903,125;0,0036;;;;;;
903,75;0,0025;;;;;;
904,375;0,0026;;;;;;
905;0,0024;;;;;;
905,625;0,0016;;;;;;
906,25;0,001;;;;;;
906,875;0,0018;;;;;;
907,5;0,0012;;;;;;
908,125;0,0025;;;;;;
908,75;0,0028;;;;;;
909,375;0,0009;;;;;;
910;0,0024;;;;;;
910,625;0,0031;;;;;;
911,25;0,0022;;;;;;
911,875;0,0026;;;;;;
912,5;0,0008;;;;;;
913,125;0,0041;;;;;;
913,75;0,0059;;;;;;
914,375;0,005;;;;;;
915;0,004;;;;;;
915,625;0,0017;;;;;;
916,25;0,0021;;;;;;
916,875;0,005;;;;;;
917,5;0,004;;;;;;
918,125;0,0015;;;;;;
918,75;0,0014;;;;;;
919,375;0,0025;;;;;;
920;0,0054;;;;;;
920,625;0,0058;;;;;;
921,25;0,0056;;;;;;
921,875;0,0039;;;;;;
922,5;0,0038;;;;;;
923,125;0,0038;;;;;;
923,75;0,0032;;;;;;
924,375;0,0026;;;;;;
925;0,0032;;;;;;
925,625;0,0016;;;;;;
926,25;0,0026;;;;;;
926,875;0,0024;;;;;;
927,5;0,0039;;;;;;
928,125;0,0055;;;;;;
928,75;0,0031;;;;;;
929,375;0,0018;;;;;;
930;0,004;;;;;;
930,625;0,002;;;;;;
931,25;0,0012;;;;;;
931,875;0,0005;;;;;;
932,5;0,0018;;;;;;
933,125;0,0022;;;;;;
933,75;0,0047;;;;;;
934,375;0,0035;;;;;;
935;0,0034;;;;;;
935,625;0,0025;;;;;;
936,25;0,0027;;;;;;
936,875;0,0026;;;;;;
937,5;0,0021;;;;;;
938,125;0,0018;;;;;;
938,75;0,0032;;;;;;
939,375;0,003;;;;;;
940;0,004;;;;;;
940,625;0,0045;;;;;;
941,25;0,0017;;;;;;
941,875;0,0032;;;;;;
942,5;0,0052;;;;;;
943,125;0,0041;;;;;;
943,75;0,0037;;;;;;
944,375;0,0019;;;;;;
945;0,0042;;;;;;
945,625;0,0015;;;;;;
946,25;0,0012;;;;;;
946,875;0,0024;;;;;;
947,5;0,0022;;;;;;
948,125;0,0016;;;;;;
948,75;0,0034;;;;;;
949,375;0,0043;;;;;;
950;0,0032;;;;;;
950,625;0,0013;;;;;;
951,25;0,0006;;;;;;
951,875;0,0022;;;;;;
952,5;0,0031;;;;;;
953,125;0,0038;;;;;;
953,75;0,0021;;;;;;
954,375;0,0013;;;;;;
955;0,0016;;;;;;
955,625;0,002;;;;;;
956,25;0,0032;;;;;;
956,875;0,0025;;;;;;
957,5;0,0033;;;;;;
958,125;0,0028;;;;;;
958,75;0,0023;;;;;;
959,375;0,0017;;;;;;
960;0,0035;;;;;;
960,625;0,0037;;;;;;
961,25;0,0007;;;;;;
961,875;0,0031;;;;;;
962,5;0,0016;;;;;;
963,125;0,0025;;;;;;
963,75;0,0034;;;;;;
964,375;0,005;;;;;;
965;0,0071;;;;;;
965,625;0,0068;;;;;;
966,25;0,0029;;;;;;
966,875;0,0012;;;;;;
967,5;0,0014;;;;;;
968,125;0,0015;;;;;;
968,75;0,002;;;;;;
969,375;0,0029;;;;;;
970;0,0033;;;;;;
970,625;0,0034;;;;;;
971,25;0,0045;;;;;;
971,875;0,0049;;;;;;
972,5;0,0025;;;;;;
973,125;0,001;;;;;;
973,75;0,0017;;;;;;
974,375;0,0013;;;;;;
975;0,0016;;;;;;
975,625;0,0033;;;;;;
976,25;0,0036;;;;;;
976,875;0,0033;;;;;;
977,5;0,0042;;;;;;
978,125;0,0015;;;;;;
978,75;0,0026;;;;;;
979,375;0,0029;;;;;;
980;0,0012;;;;;;
980,625;0,0012;;;;;;
981,25;0,0033;;;;;;
981,875;0,0047;;;;;;
982,5;0,0025;;;;;;
983,125;0,0014;;;;;;
983,75;0,0043;;;;;;
984,375;0,0041;;;;;;
985;0,0051;;;;;;
985,625;0,0034;;;;;;
986,25;0,0026;;;;;;
986,875;0,0033;;;;;;
987,5;0,004;;;;;;
988,125;0,0026;;;;;;
988,75;0,0005;;;;;;
989,375;0,0018;;;;;;
990;0,0011;;;;;;
990,625;0,0014;;;;;;
991,25;0,0016;;;;;;
991,875;0,0011;;;;;;
992,5;0,0037;;;;;;
993,125;0,0031;;;;;;
993,75;0,002;;;;;;
994,375;0,0024;;;;;;
995;0,002;;;;;;
995,625;0,0016;;;;;;
996,25;0,0034;;;;;;
996,875;0,0025;;;;;;
997,5;0,0035;;;;;;
998,125;0,0028;;;;;;
998,75;0,0014;;;;;;
999,375;0,0039;;;;;;
1000;0,0038;;;;;;
1000,625;0,0015;;;;;;
1001,25;0,0008;;;;;;
1001,875;0,0016;;;;;;
1002,5;0,0035;;;;;;
1003,125;0,0036;;;;;;
1003,75;0,0034;;;;;;
1004,375;0,0029;;;;;;
1005;0,0021;;;;;;
1005,625;0,0032;;;;;;
1006,25;0,0024;;;;;;
1006,875;0,0013;;;;;;
1007,5;0,0045;;;;;;
1008,125;0,0049;;;;;;
1008,75;0,0035;;;;;;
1009,375;0,002;;;;;;
1010;0,0015;;;;;;
1010,625;0,0032;;;;;;
1011,25;0,0066;;;;;;
1011,875;0,0067;;;;;;
1012,5;0,0024;;;;;;
1013,125;0,0011;;;;;;
1013,75;0,0032;;;;;;
1014,375;0,0037;;;;;;
1015;0,0035;;;;;;
1015,625;0,0063;;;;;;
1016,25;0,0057;;;;;;
1016,875;0,0038;;;;;;
1017,5;0,002;;;;;;
1018,125;0,0006;;;;;;
1018,75;0,0037;;;;;;
1019,375;0,0031;;;;;;
1020;0,0036;;;;;;
1020,625;0,006;;;;;;
1021,25;0,0059;;;;;;
1021,875;0,0038;;;;;;
1022,5;0,0011;;;;;;
1023,125;0,0035;;;;;;
1023,75;0,0046;;;;;;
1024,375;0,0027;;;;;;
1025;0,0002;;;;;;
1025,625;0,0024;;;;;;
1026,25;0,0033;;;;;;
1026,875;0,0019;;;;;;
1027,5;0,0017;;;;;;
1028,125;0,0031;;;;;;
1028,75;0,005;;;;;;
1029,375;0,0039;;;;;;
1030;0,0025;;;;;;
1030,625;0,0042;;;;;;
1031,25;0,0051;;;;;;
1031,875;0,0014;;;;;;
1032,5;0,001;;;;;;
1033,125;0,0013;;;;;;
1033,75;0,0013;;;;;;
1034,375;0,0007;;;;;;
1035;0,001;;;;;;
1035,625;0,0031;;;;;;
1036,25;0,0034;;;;;;
1036,875;0,0027;;;;;;
1037,5;0,0013;;;;;;
1038,125;0,0006;;;;;;
1038,75;0,0029;;;;;;
1039,375;0,0034;;;;;;
1040;0,0002;;;;;;
1040,625;0,0015;;;;;;
1041,25;0,0013;;;;;;
1041,875;0,0023;;;;;;
1042,5;0,0032;;;;;;
1043,125;0,0044;;;;;;
1043,75;0,0028;;;;;;
1044,375;0,002;;;;;;
1045;0,0009;;;;;;
1045,625;0,001;;;;;;
1046,25;0,0026;;;;;;
1046,875;0,004;;;;;;
1047,5;0,0028;;;;;;
1048,125;0,0034;;;;;;
1048,75;0,0036;;;;;;
1049,375;0,0022;;;;;;
1050;0,0024;;;;;;
1050,625;0,0023;;;;;;
1051,25;0,0023;;;;;;
1051,875;0,0012;;;;;;
1052,5;0,0028;;;;;;
1053,125;0,0026;;;;;;
1053,75;0,0021;;;;;;
1054,375;0,0011;;;;;;
1055;0,0024;;;;;;
1055,625;0,0018;;;;;;
1056,25;0,0004;;;;;;
1056,875;0,0011;;;;;;
1057,5;0,0012;;;;;;
1058,125;0,0017;;;;;;
1058,75;0,0023;;;;;;
1059,375;0,0016;;;;;;
1060;0,0006;;;;;;
1060,625;0,0008;;;;;;
1061,25;0,0011;;;;;;
1061,875;0,0028;;;;;;
1062,5;0,0033;;;;;;
1063,125;0,0026;;;;;;
1063,75;0,0024;;;;;;
1064,375;0,0028;;;;;;
1065;0,0017;;;;;;
1065,625;0,0006;;;;;;
1066,25;0,0013;;;;;;
1066,875;0,0014;;;;;;
1067,5;0,0019;;;;;;
1068,125;0,0027;;;;;;
1068,75;0,001;;;;;;
1069,375;0,0036;;;;;;
1070;0,0038;;;;;;
1070,625;0,0025;;;;;;
1071,25;0,0008;;;;;;
1071,875;0,0027;;;;;;
1072,5;0,0034;;;;;;
1073,125;0,0021;;;;;;
1073,75;0,0015;;;;;;
1074,375;0,0013;;;;;;
1075;0,0027;;;;;;
1075,625;0,0025;;;;;;
1076,25;0,0012;;;;;;
1076,875;0,0019;;;;;;
1077,5;0,0006;;;;;;
1078,125;0,0005;;;;;;
1078,75;0,0005;;;;;;
1079,375;0,0006;;;;;;
1080;0,0007;;;;;;
1080,625;0,0024;;;;;;
1081,25;0,005;;;;;;
1081,875;0,0041;;;;;;
1082,5;0,0018;;;;;;
1083,125;0,0016;;;;;;
1083,75;0,0018;;;;;;
1084,375;0,0009;;;;;;
1085;0,0017;;;;;;
1085,625;0,0008;;;;;;
1086,25;0,0012;;;;;;
1086,875;0,0007;;;;;;
1087,5;0,0016;;;;;;
1088,125;0,0002;;;;;;
1088,75;0,0013;;;;;;
1089,375;0,0032;;;;;;
1090;0,0038;;;;;;
1090,625;0,0026;;;;;;
1091,25;0,0019;;;;;;
1091,875;0,0036;;;;;;
1092,5;0,0037;;;;;;
1093,125;0,0033;;;;;;
1093,75;0,0026;;;;;;
1094,375;0,0011;;;;;;
1095;0,0017;;;;;;
1095,625;0,0029;;;;;;
1096,25;0,0013;;;;;;
1096,875;0,0046;;;;;;
1097,5;0,0036;;;;;;
1098,125;0,0002;;;;;;
1098,75;0,0012;;;;;;
1099,375;0,0017;;;;;;
1100;0,0016;;;;;;
1100,625;0,0008;;;;;;
1101,25;0,0003;;;;;;
1101,875;0,0007;;;;;;
1102,5;0,0007;;;;;;
1103,125;0,0016;;;;;;
1103,75;0,0026;;;;;;
1104,375;0,0021;;;;;;
1105;0,0004;;;;;;
1105,625;0,002;;;;;;
1106,25;0,0015;;;;;;
1106,875;0,0008;;;;;;
1107,5;0,0007;;;;;;
1108,125;0,0021;;;;;;
1108,75;0,0006;;;;;;
1109,375;0,0005;;;;;;
1110;0,0012;;;;;;
1110,625;0,0006;;;;;;
1111,25;0,0026;;;;;;
1111,875;0,0019;;;;;;
1112,5;0,001;;;;;;
1113,125;0,0003;;;;;;
1113,75;0,0005;;;;;;
1114,375;0,0003;;;;;;
1115;0,0007;;;;;;
1115,625;0,0015;;;;;;
1116,25;0,0025;;;;;;
1116,875;0,0033;;;;;;
1117,5;0,0022;;;;;;
1118,125;0,0003;;;;;;
1118,75;0,0007;;;;;;
1119,375;0,0011;;;;;;
1120;0,0007;;;;;;
1120,625;0,0018;;;;;;
1121,25;0,0028;;;;;;
1121,875;0,0013;;;;;;
1122,5;0,0013;;;;;;
1123,125;0,0002;;;;;;
1123,75;0,0018;;;;;;
1124,375;0,0005;;;;;;
1125;0,0018;;;;;;
1125,625;0,0015;;;;;;
1126,25;0,0019;;;;;;
1126,875;0,0027;;;;;;
1127,5;0,0021;;;;;;
1128,125;0,0008;;;;;;
1128,75;0,0021;;;;;;
1129,375;0,003;;;;;;
1130;0,0047;;;;;;
1130,625;0,0036;;;;;;
1131,25;0,0016;;;;;;
1131,875;0,0012;;;;;;
1132,5;0,0006;;;;;;
1133,125;0,0016;;;;;;
1133,75;0,0025;;;;;;
1134,375;0,0026;;;;;;
1135;0,0017;;;;;;
1135,625;0,0008;;;;;;
1136,25;0,0023;;;;;;
1136,875;0,0016;;;;;;
1137,5;0,0004;;;;;;
1138,125;0,002;;;;;;
1138,75;0,0013;;;;;;
1139,375;0,0013;;;;;;
1140;0,002;;;;;;
1140,625;0,0009;;;;;;
1141,25;0,0008;;;;;;
1141,875;0,0005;;;;;;
1142,5;0,0016;;;;;;
1143,125;0,0015;;;;;;
1143,75;0,0005;;;;;;
1144,375;0,0018;;;;;;
1145;0,0028;;;;;;
1145,625;0,0012;;;;;;
1146,25;0,0011;;;;;;
1146,875;0,0021;;;;;;
1147,5;0,0045;;;;;;
1148,125;0,003;;;;;;
1148,75;0,0017;;;;;;
1149,375;0,0016;;;;;;
1150;0,0007;;;;;;
1150,625;0,0009;;;;;;
1151,25;0,0029;;;;;;
1151,875;0,0017;;;;;;
1152,5;0,0003;;;;;;
1153,125;0,0006;;;;;;
1153,75;0,0015;;;;;;
1154,375;0,0033;;;;;;
1155;0,0045;;;;;;
1155,625;0,0017;;;;;;
1156,25;0,0019;;;;;;
1156,875;0,001;;;;;;
1157,5;0,0018;;;;;;
1158,125;0,0022;;;;;;
1158,75;0,0019;;;;;;
1159,375;0,0021;;;;;;
1160;0,0012;;;;;;
1160,625;0,0011;;;;;;
1161,25;0,0017;;;;;;
1161,875;0,0034;;;;;;
1162,5;0,0044;;;;;;
1163,125;0,0026;;;;;;
1163,75;0,0028;;;;;;
1164,375;0,0028;;;;;;
1165;0,0033;;;;;;
1165,625;0,0033;;;;;;
1166,25;0,0026;;;;;;
1166,875;0,0017;;;;;;
1167,5;0,0013;;;;;;
1168,125;0,0013;;;;;;
1168,75;0,0004;;;;;;
1169,375;0,0003;;;;;;
1170;0,0013;;;;;;
1170,625;0,0026;;;;;;
1171,25;0,0017;;;;;;
1171,875;0,0007;;;;;;
1172,5;0,0027;;;;;;
1173,125;0,0043;;;;;;
1173,75;0,0045;;;;;;
1174,375;0,0034;;;;;;
1175;0,0022;;;;;;
1175,625;0,0013;;;;;;
1176,25;0,0027;;;;;;
1176,875;0,0018;;;;;;
1177,5;0,0013;;;;;;
