X;Y;X;Y;X;Y;X;Y
634,375;0,004;;;;;;
635;0,004;;;;;;
635,625;0,006;;;;;;
636,25;0,009;;;;;;
636,875;0,008;;;;;;
637,5;0,003;;;;;;
638,125;0,004;;;;;;
638,75;0,009;;;;;;
639,375;0,01;;;;;;
640;0,006;;;;;;
640,625;0,021;;;;;;
641,25;0,06;;;;;;
641,875;0,041;;;;;;
642,5;0,003;;;;;;
643,125;0,004;;;;;;
643,75;0,008;;;;;;
644,375;0,005;;;;;;
645;0,002;;;;;;
645,625;0,003;;;;;;
646,25;0,01;;;;;;
646,875;0,013;;;;;;
647,5;0,008;;;;;;
648,125;0,001;;;;;;
648,75;0,007;;;;;;
649,375;0,015;;;;;;
650;0,008;;;;;;
650,625;0,003;;;;;;
651,25;0,004;;;;;;
651,875;0,017;;;;;;
652,5;0,014;;;;;;
653,125;0,003;;;;;;
653,75;0,012;;;;;;
654,375;0,01;;;;;;
655;0,005;;;;;;
655,625;0,006;;;;;;
656,25;0,01;;;;;;
656,875;0,007;;;;;;
657,5;0,005;;;;;;
658,125;0,003;;;;;;
658,75;0,007;;;;;;
659,375;0,002;;;;;;
660;0,004;;;;;;
660,625;0,004;;;;;;
661,25;0,002;;;;;;
661,875;0,004;;;;;;
662,5;0,008;;;;;;
663,125;0,006;;;;;;
663,75;0,006;;;;;;
664,375;0,003;;;;;;
665;0,002;;;;;;
665,625;0,002;;;;;;
666,25;0,002;;;;;;
666,875;0,004;;;;;;
667,5;0,008;;;;;;
668,125;0,016;;;;;;
668,75;0,017;;;;;;
669,375;0,01;;;;;;
670;0,006;;;;;;
670,625;0,001;;;;;;
671,25;0,003;;;;;;
671,875;0,006;;;;;;
672,5;0,011;;;;;;
673,125;0,007;;;;;;
673,75;0,004;;;;;;
674,375;0,006;;;;;;
675;0,003;;;;;;
675,625;0,002;;;;;;
676,25;0,003;;;;;;
676,875;0,001;;;;;;
677,5;0,004;;;;;;
678,125;0,001;;;;;;
678,75;0,003;;;;;;
679,375;0,004;;;;;;
680;0,004;;;;;;
680,625;0,004;;;;;;
681,25;0,005;;;;;;
681,875;0,002;;;;;;
682,5;0;;;;;;
683,125;0,001;;;;;;
683,75;0,004;;;;;;
684,375;0,007;;;;;;
685;0,006;;;;;;
685,625;0,003;;;;;;
686,25;0,001;;;;;;
686,875;0,003;;;;;;
687,5;0,003;;;;;;
688,125;0,003;;;;;;
688,75;0,003;;;;;;
689,375;0,001;;;;;;
690;0,004;;;;;;
690,625;0,003;;;;;;
691,25;0,002;;;;;;
691,875;0,001;;;;;;
692,5;0;;;;;;
693,125;0,002;;;;;;
693,75;0,003;;;;;;
694,375;0,003;;;;;;
695;0,003;;;;;;
695,625;0,003;;;;;;
696,25;0,003;;;;;;
696,875;0,003;;;;;;
697,5;0,001;;;;;;
698,125;0;;;;;;
698,75;0,001;;;;;;
699,375;0,001;;;;;;
700;0,001;;;;;;
700,625;0,002;;;;;;
701,25;0,003;;;;;;
701,875;0,002;;;;;;
702,5;0,001;;;;;;
703,125;0,001;;;;;;
703,75;0,002;;;;;;
704,375;0,002;;;;;;
705;0,002;;;;;;
705,625;0,002;;;;;;
706,25;0,001;;;;;;
706,875;0,002;;;;;;
707,5;0,002;;;;;;
708,125;0,002;;;;;;
708,75;0,001;;;;;;
709,375;0,001;;;;;;
710;0;;;;;;
710,625;0;;;;;;
711,25;0,003;;;;;;
711,875;0,002;;;;;;
712,5;0,002;;;;;;
713,125;0,002;;;;;;
713,75;0,001;;;;;;
714,375;0,002;;;;;;
715;0,001;;;;;;
715,625;0,001;;;;;;
716,25;0,008;;;;;;
716,875;0,015;;;;;;
717,5;0,008;;;;;;
718,125;0,001;;;;;;
718,75;0,001;;;;;;
719,375;0;;;;;;
720;0,001;;;;;;
720,625;0,001;;;;;;
721,25;0,002;;;;;;
721,875;0,007;;;;;;
722,5;0,005;;;;;;
723,125;0,001;;;;;;
723,75;0,001;;;;;;
724,375;0,001;;;;;;
725;0,003;;;;;;
725,625;0,002;;;;;;
726,25;0,001;;;;;;
726,875;0,001;;;;;;
727,5;0,003;;;;;;
728,125;0,004;;;;;;
728,75;0,001;;;;;;
729,375;0,002;;;;;;
730;0,003;;;;;;
730,625;0,002;;;;;;
731,25;0,001;;;;;;
731,875;0,001;;;;;;
732,5;0,017;;;;;;
733,125;0,026;;;;;;
733,75;0,009;;;;;;
734,375;0,002;;;;;;
735;0,003;;;;;;
735,625;0,002;;;;;;
736,25;0,001;;;;;;
736,875;0,001;;;;;;
737,5;0;;;;;;
738,125;0,002;;;;;;
738,75;0,003;;;;;;
739,375;0,003;;;;;;
740;0,002;;;;;;
740,625;0,005;;;;;;
741,25;0,005;;;;;;
741,875;0,002;;;;;;
742,5;0,001;;;;;;
743,125;0,004;;;;;;
743,75;0,009;;;;;;
744,375;0,005;;;;;;
745;0,003;;;;;;
745,625;0,005;;;;;;
746,25;0,004;;;;;;
746,875;0,003;;;;;;
747,5;0,002;;;;;;
748,125;0,001;;;;;;
748,75;0,001;;;;;;
749,375;0;;;;;;
750;0,001;;;;;;
750,625;0,001;;;;;;
751,25;0,001;;;;;;
751,875;0,001;;;;;;
752,5;0,002;;;;;;
753,125;0,001;;;;;;
753,75;0,003;;;;;;
754,375;0,004;;;;;;
755;0,002;;;;;;
755,625;0,002;;;;;;
756,25;0,001;;;;;;
756,875;0,002;;;;;;
757,5;0,002;;;;;;
758,125;0,001;;;;;;
758,75;0,001;;;;;;
759,375;0,001;;;;;;
760;0,004;;;;;;
760,625;0,004;;;;;;
761,25;0,003;;;;;;
761,875;0,002;;;;;;
762,5;0,001;;;;;;
763,125;0,002;;;;;;
763,75;0,002;;;;;;
764,375;0,003;;;;;;
765;0,002;;;;;;
765,625;0,004;;;;;;
766,25;0,003;;;;;;
766,875;0,002;;;;;;
767,5;0,001;;;;;;
768,125;0,002;;;;;;
768,75;0,004;;;;;;
769,375;0,004;;;;;;
770;0,002;;;;;;
770,625;0,002;;;;;;
771,25;0,003;;;;;;
771,875;0,003;;;;;;
772,5;0,003;;;;;;
773,125;0,004;;;;;;
773,75;0,003;;;;;;
774,375;0,004;;;;;;
775;0,005;;;;;;
775,625;0,005;;;;;;
776,25;0,003;;;;;;
776,875;0,003;;;;;;
777,5;0,001;;;;;;
778,125;0,006;;;;;;
778,75;0,005;;;;;;
779,375;0,003;;;;;;
780;0,001;;;;;;
780,625;0,004;;;;;;
781,25;0,003;;;;;;
781,875;0,003;;;;;;
782,5;0,003;;;;;;
783,125;0,001;;;;;;
783,75;0,001;;;;;;
784,375;0,001;;;;;;
785;0,001;;;;;;
785,625;0,003;;;;;;
786,25;0,004;;;;;;
786,875;0,004;;;;;;
787,5;0,007;;;;;;
788,125;0,004;;;;;;
788,75;0,005;;;;;;
789,375;0,003;;;;;;
790;0,004;;;;;;
790,625;0,004;;;;;;
791,25;0,002;;;;;;
791,875;0,002;;;;;;
792,5;0,002;;;;;;
793,125;0,002;;;;;;
793,75;0;;;;;;
794,375;0,001;;;;;;
795;0,001;;;;;;
795,625;0,001;;;;;;
796,25;0,002;;;;;;
796,875;0,002;;;;;;
797,5;0,003;;;;;;
798,125;0,001;;;;;;
798,75;0,001;;;;;;
799,375;0,002;;;;;;
800;0,005;;;;;;
800,625;0,007;;;;;;
801,25;0,006;;;;;;
801,875;0,002;;;;;;
802,5;0,003;;;;;;
803,125;0,002;;;;;;
803,75;0,001;;;;;;
804,375;0,004;;;;;;
805;0,003;;;;;;
805,625;0,001;;;;;;
806,25;0;;;;;;
806,875;0,002;;;;;;
807,5;0,002;;;;;;
808,125;0,011;;;;;;
808,75;0,012;;;;;;
809,375;0,004;;;;;;
810;0,002;;;;;;
810,625;0,001;;;;;;
811,25;0,004;;;;;;
811,875;0,003;;;;;;
812,5;0,003;;;;;;
813,125;0,004;;;;;;
813,75;0,008;;;;;;
814,375;0,006;;;;;;
815;0,004;;;;;;
815,625;0,003;;;;;;
816,25;0,001;;;;;;
816,875;0,003;;;;;;
817,5;0,004;;;;;;
818,125;0,003;;;;;;
818,75;0,003;;;;;;
819,375;0,002;;;;;;
820;0,002;;;;;;
820,625;0,002;;;;;;
821,25;0,004;;;;;;
821,875;0,003;;;;;;
822,5;0,003;;;;;;
823,125;0,002;;;;;;
823,75;0,005;;;;;;
824,375;0,025;;;;;;
825;0,025;;;;;;
825,625;0,004;;;;;;
826,25;0,002;;;;;;
826,875;0,001;;;;;;
827,5;0,002;;;;;;
828,125;0,003;;;;;;
828,75;0,003;;;;;;
829,375;0,001;;;;;;
830;0,001;;;;;;
830,625;0,002;;;;;;
831,25;0,001;;;;;;
831,875;0,001;;;;;;
832,5;0,002;;;;;;
833,125;0,002;;;;;;
833,75;0,001;;;;;;
834,375;0,002;;;;;;
835;0,004;;;;;;
835,625;0,005;;;;;;
836,25;0,002;;;;;;
836,875;0,002;;;;;;
837,5;0,003;;;;;;
838,125;0,003;;;;;;
838,75;0,002;;;;;;
839,375;0,002;;;;;;
840;0,002;;;;;;
840,625;0,002;;;;;;
841,25;0,003;;;;;;
841,875;0,001;;;;;;
842,5;0,002;;;;;;
843,125;0,003;;;;;;
843,75;0,004;;;;;;
844,375;0,002;;;;;;
845;0,001;;;;;;
845,625;0;;;;;;
846,25;0,002;;;;;;
846,875;0,004;;;;;;
847,5;0,003;;;;;;
848,125;0,001;;;;;;
848,75;0,001;;;;;;
849,375;0,001;;;;;;
850;0,001;;;;;;
850,625;0,003;;;;;;
851,25;0,004;;;;;;
851,875;0,006;;;;;;
852,5;0,005;;;;;;
853,125;0,002;;;;;;
853,75;0,002;;;;;;
854,375;0,003;;;;;;
855;0,003;;;;;;
855,625;0,001;;;;;;
856,25;0,001;;;;;;
856,875;0,002;;;;;;
857,5;0,003;;;;;;
858,125;0,002;;;;;;
858,75;0,002;;;;;;
859,375;0,001;;;;;;
860;0,001;;;;;;
860,625;0,003;;;;;;
861,25;0,002;;;;;;
861,875;0,001;;;;;;
862,5;0,005;;;;;;
863,125;0,005;;;;;;
863,75;0,003;;;;;;
864,375;0,002;;;;;;
865;0,002;;;;;;
865,625;0,001;;;;;;
866,25;0,001;;;;;;
866,875;0,002;;;;;;
867,5;0,003;;;;;;
868,125;0,002;;;;;;
868,75;0,001;;;;;;
869,375;0,001;;;;;;
870;0,002;;;;;;
870,625;0,002;;;;;;
871,25;0;;;;;;
871,875;0,002;;;;;;
872,5;0,002;;;;;;
873,125;0,003;;;;;;
873,75;0,002;;;;;;
874,375;0,002;;;;;;
875;0,004;;;;;;
875,625;0,005;;;;;;
876,25;0,002;;;;;;
876,875;0,003;;;;;;
877,5;0,006;;;;;;
878,125;0,006;;;;;;
878,75;0,003;;;;;;
879,375;0,002;;;;;;
880;0,003;;;;;;
880,625;0,003;;;;;;
881,25;0,002;;;;;;
881,875;0,001;;;;;;
882,5;0,001;;;;;;
883,125;0,002;;;;;;
883,75;0,004;;;;;;
884,375;0,003;;;;;;
885;0,003;;;;;;
885,625;0,002;;;;;;
886,25;0,001;;;;;;
886,875;0,001;;;;;;
887,5;0,001;;;;;;
888,125;0,001;;;;;;
888,75;0,002;;;;;;
889,375;0,004;;;;;;
890;0,002;;;;;;
890,625;0,003;;;;;;
891,25;0,003;;;;;;
891,875;0,001;;;;;;
892,5;0,001;;;;;;
893,125;0,001;;;;;;
893,75;0,003;;;;;;
894,375;0,007;;;;;;
895;0,009;;;;;;
895,625;0,004;;;;;;
896,25;0,004;;;;;;
896,875;0,003;;;;;;
897,5;0,001;;;;;;
898,125;0,002;;;;;;
898,75;0,001;;;;;;
899,375;0,003;;;;;;
900;0,007;;;;;;
900,625;0,007;;;;;;
901,25;0,005;;;;;;
901,875;0,003;;;;;;
902,5;0,002;;;;;;
903,125;0,002;;;;;;
903,75;0,003;;;;;;
904,375;0,002;;;;;;
905;0,009;;;;;;
905,625;0,013;;;;;;
906,25;0,007;;;;;;
906,875;0,002;;;;;;
907,5;0,002;;;;;;
908,125;0,006;;;;;;
908,75;0,005;;;;;;
909,375;0,004;;;;;;
910;0,003;;;;;;
910,625;0,005;;;;;;
911,25;0,007;;;;;;
911,875;0,005;;;;;;
912,5;0,003;;;;;;
913,125;0,001;;;;;;
913,75;0,003;;;;;;
914,375;0,006;;;;;;
915;0,003;;;;;;
915,625;0,023;;;;;;
916,25;0,053;;;;;;
916,875;0,031;;;;;;
917,5;0,003;;;;;;
918,125;0,004;;;;;;
918,75;0,005;;;;;;
919,375;0,005;;;;;;
920;0,002;;;;;;
920,625;0,002;;;;;;
921,25;0,003;;;;;;
921,875;0,003;;;;;;
922,5;0,003;;;;;;
923,125;0,002;;;;;;
923,75;0,006;;;;;;
924,375;0,007;;;;;;
925;0,005;;;;;;
925,625;0,005;;;;;;
926,25;0,005;;;;;;
926,875;0,024;;;;;;
927,5;0,023;;;;;;
928,125;0,005;;;;;;
928,75;0,006;;;;;;
929,375;0,006;;;;;;
930;0,007;;;;;;
930,625;0,009;;;;;;
931,25;0,006;;;;;;
931,875;0,007;;;;;;
932,5;0,011;;;;;;
933,125;0,007;;;;;;
933,75;0,004;;;;;;
934,375;0,002;;;;;;
935;0,005;;;;;;
935,625;0,004;;;;;;
936,25;0,003;;;;;;
936,875;0,005;;;;;;
937,5;0,006;;;;;;
938,125;0,005;;;;;;
938,75;0,003;;;;;;
939,375;0,004;;;;;;
940;0,003;;;;;;
940,625;0,005;;;;;;
941,25;0,005;;;;;;
941,875;0,004;;;;;;
942,5;0,004;;;;;;
943,125;0,005;;;;;;
943,75;0,005;;;;;;
944,375;0,001;;;;;;
945;0,003;;;;;;
945,625;0,003;;;;;;
946,25;0,003;;;;;;
946,875;0,005;;;;;;
947,5;0,007;;;;;;
948,125;0,006;;;;;;
948,75;0,005;;;;;;
949,375;0,004;;;;;;
950;0,003;;;;;;
950,625;0,005;;;;;;
951,25;0,004;;;;;;
951,875;0,003;;;;;;
952,5;0,005;;;;;;
953,125;0,001;;;;;;
953,75;0,002;;;;;;
954,375;0,002;;;;;;
955;0,003;;;;;;
955,625;0,004;;;;;;
956,25;0,005;;;;;;
956,875;0,008;;;;;;
957,5;0,007;;;;;;
958,125;0,005;;;;;;
958,75;0,005;;;;;;
959,375;0,007;;;;;;
960;0,004;;;;;;
960,625;0,003;;;;;;
961,25;0,006;;;;;;
961,875;0,004;;;;;;
962,5;0,004;;;;;;
963,125;0,005;;;;;;
963,75;0,004;;;;;;
964,375;0,004;;;;;;
965;0,001;;;;;;
965,625;0,001;;;;;;
966,25;0,005;;;;;;
966,875;0,004;;;;;;
967,5;0,004;;;;;;
968,125;0,002;;;;;;
968,75;0,013;;;;;;
969,375;0,022;;;;;;
970;0,014;;;;;;
970,625;0,026;;;;;;
971,25;0,014;;;;;;
971,875;0,013;;;;;;
972,5;0,008;;;;;;
973,125;0,009;;;;;;
973,75;0,008;;;;;;
974,375;0,007;;;;;;
975;0,007;;;;;;
975,625;0,004;;;;;;
976,25;0,004;;;;;;
976,875;0,006;;;;;;
977,5;0,007;;;;;;
978,125;0,008;;;;;;
978,75;0,004;;;;;;
979,375;0,001;;;;;;
980;0,004;;;;;;
980,625;0,005;;;;;;
981,25;0,011;;;;;;
981,875;0,012;;;;;;
982,5;0,005;;;;;;
983,125;0,002;;;;;;
983,75;0;;;;;;
984,375;0,003;;;;;;
985;0,004;;;;;;
985,625;0,004;;;;;;
986,25;0,01;;;;;;
986,875;0,008;;;;;;
987,5;0,002;;;;;;
988,125;0,002;;;;;;
988,75;0,002;;;;;;
989,375;0,003;;;;;;
990;0,002;;;;;;
990,625;0,006;;;;;;
991,25;0,005;;;;;;
991,875;0,006;;;;;;
992,5;0,005;;;;;;
993,125;0,004;;;;;;
993,75;0,003;;;;;;
994,375;0,003;;;;;;
995;0,005;;;;;;
995,625;0,007;;;;;;
996,25;0,012;;;;;;
996,875;0,012;;;;;;
997,5;0,002;;;;;;
998,125;0,002;;;;;;
998,75;0,002;;;;;;
999,375;0,002;;;;;;
1000;0,002;;;;;;
1000,625;0,001;;;;;;
1001,25;0,002;;;;;;
1001,875;0,01;;;;;;
1002,5;0,016;;;;;;
1003,125;0,007;;;;;;
1003,75;0,002;;;;;;
1004,375;0,004;;;;;;
1005;0,007;;;;;;
1005,625;0,006;;;;;;
1006,25;0,003;;;;;;
1006,875;0,004;;;;;;
1007,5;0,009;;;;;;
1008,125;0,005;;;;;;
1008,75;0,004;;;;;;
1009,375;0,007;;;;;;
1010;0,008;;;;;;
1010,625;0,005;;;;;;
1011,25;0;;;;;;
1011,875;0,004;;;;;;
1012,5;0,007;;;;;;
1013,125;0,01;;;;;;
1013,75;0,013;;;;;;
1014,375;0,007;;;;;;
1015;0,004;;;;;;
1015,625;0,009;;;;;;
1016,25;0,007;;;;;;
1016,875;0,001;;;;;;
1017,5;0,003;;;;;;
1018,125;0,015;;;;;;
1018,75;0,029;;;;;;
1019,375;0,015;;;;;;
1020;0,012;;;;;;
1020,625;0,013;;;;;;
1021,25;0,011;;;;;;
1021,875;0,005;;;;;;
1022,5;0,008;;;;;;
1023,125;0,008;;;;;;
1023,75;0,004;;;;;;
1024,375;0,005;;;;;;
1025;0,006;;;;;;
1025,625;0,004;;;;;;
1026,25;0,001;;;;;;
1026,875;0,001;;;;;;
1027,5;0,001;;;;;;
1028,125;0,005;;;;;;
1028,75;0,011;;;;;;
1029,375;0,012;;;;;;
1030;0,009;;;;;;
1030,625;0,002;;;;;;
1031,25;0,007;;;;;;
1031,875;0,006;;;;;;
1032,5;0,003;;;;;;
1033,125;0,002;;;;;;
1033,75;0,002;;;;;;
1034,375;0,007;;;;;;
1035;0,014;;;;;;
1035,625;0,01;;;;;;
1036,25;0,003;;;;;;
1036,875;0,003;;;;;;
1037,5;0,005;;;;;;
1038,125;0,001;;;;;;
1038,75;0,005;;;;;;
1039,375;0,007;;;;;;
1040;0,002;;;;;;
1040,625;0,005;;;;;;
1041,25;0,004;;;;;;
1041,875;0,001;;;;;;
1042,5;0,002;;;;;;
1043,125;0,005;;;;;;
1043,75;0,003;;;;;;
1044,375;0,002;;;;;;
1045;0,006;;;;;;
1045,625;0,002;;;;;;
1046,25;0,004;;;;;;
1046,875;0,004;;;;;;
1047,5;0,005;;;;;;
1048,125;0,007;;;;;;
1048,75;0,007;;;;;;
1049,375;0,007;;;;;;
1050;0,006;;;;;;
1050,625;0,001;;;;;;
1051,25;0,005;;;;;;
1051,875;0,005;;;;;;
1052,5;0,003;;;;;;
1053,125;0,004;;;;;;
1053,75;0,004;;;;;;
1054,375;0,005;;;;;;
1055;0,003;;;;;;
1055,625;0,005;;;;;;
1056,25;0,002;;;;;;
1056,875;0,004;;;;;;
1057,5;0,003;;;;;;
1058,125;0,002;;;;;;
1058,75;0,002;;;;;;
1059,375;0,006;;;;;;
1060;0,006;;;;;;
1060,625;0,007;;;;;;
1061,25;0,008;;;;;;
1061,875;0,013;;;;;;
1062,5;0,012;;;;;;
1063,125;0,012;;;;;;
1063,75;0,007;;;;;;
1064,375;0,004;;;;;;
1065;0,006;;;;;;
1065,625;0,005;;;;;;
1066,25;0,004;;;;;;
1066,875;0,001;;;;;;
1067,5;0,006;;;;;;
1068,125;0,004;;;;;;
1068,75;0,002;;;;;;
1069,375;0,002;;;;;;
1070;0,003;;;;;;
1070,625;0,005;;;;;;
1071,25;0,005;;;;;;
1071,875;0,003;;;;;;
1072,5;0,003;;;;;;
1073,125;0,004;;;;;;
1073,75;0,002;;;;;;
1074,375;0,004;;;;;;
1075;0,006;;;;;;
1075,625;0,007;;;;;;
1076,25;0,007;;;;;;
1076,875;0,006;;;;;;
1077,5;0,006;;;;;;
1078,125;0,015;;;;;;
1078,75;0,008;;;;;;
1079,375;0,002;;;;;;
1080;0,001;;;;;;
1080,625;0,002;;;;;;
1081,25;0,004;;;;;;
1081,875;0,005;;;;;;
1082,5;0,004;;;;;;
1083,125;0,016;;;;;;
1083,75;0,015;;;;;;
1084,375;0,007;;;;;;
1085;0,003;;;;;;
1085,625;0,005;;;;;;
1086,25;0,007;;;;;;
1086,875;0,006;;;;;;
1087,5;0,003;;;;;;
1088,125;0,006;;;;;;
1088,75;0,007;;;;;;
1089,375;0,002;;;;;;
1090;0,005;;;;;;
1090,625;0,001;;;;;;
1091,25;0,002;;;;;;
1091,875;0,005;;;;;;
1092,5;0,006;;;;;;
1093,125;0,005;;;;;;
1093,75;0,006;;;;;;
1094,375;0,008;;;;;;
1095;0,003;;;;;;
1095,625;0,006;;;;;;
1096,25;0,004;;;;;;
1096,875;0,004;;;;;;
1097,5;0,007;;;;;;
1098,125;0,007;;;;;;
1098,75;0,005;;;;;;
1099,375;0,036;;;;;;
1100;0,032;;;;;;
1100,625;0,006;;;;;;
1101,25;0,006;;;;;;
1101,875;0,007;;;;;;
1102,5;0,002;;;;;;
1103,125;0,001;;;;;;
1103,75;0,003;;;;;;
1104,375;0,008;;;;;;
1105;0,01;;;;;;
1105,625;0,007;;;;;;
1106,25;0,006;;;;;;
1106,875;0,007;;;;;;
1107,5;0,006;;;;;;
1108,125;0,003;;;;;;
1108,75;0,002;;;;;;
1109,375;0,003;;;;;;
1110;0,011;;;;;;
1110,625;0,009;;;;;;
1111,25;0,01;;;;;;
1111,875;0,011;;;;;;
1112,5;0,011;;;;;;
1113,125;0,008;;;;;;
1113,75;0,006;;;;;;
1114,375;0,009;;;;;;
1115;0,007;;;;;;
1115,625;0,015;;;;;;
1116,25;0,009;;;;;;
1116,875;0,006;;;;;;
1117,5;0,002;;;;;;
1118,125;0,011;;;;;;
1118,75;0,01;;;;;;
1119,375;0,007;;;;;;
1120;0,009;;;;;;
1120,625;0,006;;;;;;
1121,25;0,004;;;;;;
1121,875;0,006;;;;;;
1122,5;0,002;;;;;;
1123,125;0,002;;;;;;
1123,75;0,002;;;;;;
1124,375;0,002;;;;;;
1125;0,001;;;;;;
1125,625;0,005;;;;;;
1126,25;0,014;;;;;;
1126,875;0,015;;;;;;
1127,5;0,005;;;;;;
1128,125;0,003;;;;;;
1128,75;0,001;;;;;;
1129,375;0,002;;;;;;
1130;0,008;;;;;;
1130,625;0,007;;;;;;
1131,25;0,003;;;;;;
1131,875;0,006;;;;;;
1132,5;0,005;;;;;;
1133,125;0,008;;;;;;
1133,75;0,012;;;;;;
1134,375;0,008;;;;;;
1135;0,008;;;;;;
1135,625;0,012;;;;;;
1136,25;0,01;;;;;;
1136,875;0,002;;;;;;
1137,5;0,001;;;;;;
1138,125;0,004;;;;;;
1138,75;0,005;;;;;;
1139,375;0,006;;;;;;
1140;0,004;;;;;;
1140,625;0,002;;;;;;
1141,25;0,001;;;;;;
1141,875;0,004;;;;;;
1142,5;0,011;;;;;;
1143,125;0,011;;;;;;
1143,75;0,005;;;;;;
1144,375;0,006;;;;;;
1145;0,009;;;;;;
1145,625;0,004;;;;;;
1146,25;0,003;;;;;;
1146,875;0,006;;;;;;
1147,5;0,005;;;;;;
1148,125;0,003;;;;;;
1148,75;0,001;;;;;;
1149,375;0,006;;;;;;
1150;0,004;;;;;;
1150,625;0,005;;;;;;
1151,25;0,008;;;;;;
1151,875;0,015;;;;;;
1152,5;0,019;;;;;;
1153,125;0,002;;;;;;
1153,75;0,019;;;;;;
1154,375;0,014;;;;;;
1155;0,011;;;;;;
1155,625;0,007;;;;;;
1156,25;0,005;;;;;;
1156,875;0,005;;;;;;
1157,5;0,003;;;;;;
1158,125;0,003;;;;;;
1158,75;0,002;;;;;;
1159,375;0,002;;;;;;
1160;0,003;;;;;;
1160,625;0,002;;;;;;
1161,25;0,006;;;;;;
1161,875;0,01;;;;;;
1162,5;0,009;;;;;;
1163,125;0,003;;;;;;
1163,75;0,006;;;;;;
1164,375;0,013;;;;;;
1165;0,013;;;;;;
1165,625;0,005;;;;;;
1166,25;0,004;;;;;;
1166,875;0,013;;;;;;
1167,5;0,014;;;;;;
1168,125;0,006;;;;;;
1168,75;0,005;;;;;;
1169,375;0,015;;;;;;
1170;0,011;;;;;;
1170,625;0,003;;;;;;
1171,25;0,004;;;;;;
1171,875;0,002;;;;;;
1172,5;0,004;;;;;;
1173,125;0,006;;;;;;
1173,75;0,012;;;;;;
1174,375;0,013;;;;;;
1175;0,009;;;;;;
1175,625;0,001;;;;;;
1176,25;0,005;;;;;;
1176,875;0,003;;;;;;
1177,5;0,006;;;;;;
1178,125;0,004;;;;;;
1178,75;0,002;;;;;;
1179,375;0,011;;;;;;
1180;0,03;;;;;;
1180,625;0,029;;;;;;
1181,25;0,012;;;;;;
1181,875;0,005;;;;;;
1182,5;0,006;;;;;;
1183,125;0,005;;;;;;
1183,75;0,007;;;;;;
1184,375;0,012;;;;;;
1185;0,01;;;;;;
1185,625;0,001;;;;;;
1186,25;0,007;;;;;;
1186,875;0,006;;;;;;
1187,5;0,005;;;;;;
1188,125;0,004;;;;;;
1188,75;0,001;;;;;;
1189,375;0,002;;;;;;
1190;0,002;;;;;;
1190,625;0,02;;;;;;
1191,25;0,031;;;;;;
1191,875;0,013;;;;;;
1192,5;0,001;;;;;;
1193,125;0,005;;;;;;
1193,75;0,01;;;;;;
1194,375;0,007;;;;;;
1195;0,007;;;;;;
1195,625;0,012;;;;;;
1196,25;0,011;;;;;;
1196,875;0,009;;;;;;
1197,5;0,011;;;;;;
1198,125;0,012;;;;;;
1198,75;0,007;;;;;;
1199,375;0,004;;;;;;
1200;0,005;;;;;;
1200,625;0,01;;;;;;
1201,25;0,009;;;;;;
1201,875;0,023;;;;;;
1202,5;0,016;;;;;;
1203,125;0,012;;;;;;
1203,75;0,011;;;;;;
1204,375;0,011;;;;;;
1205;0,015;;;;;;
1205,625;0,011;;;;;;
1206,25;0,006;;;;;;
1206,875;0,002;;;;;;
1207,5;0,007;;;;;;
1208,125;0,005;;;;;;
1208,75;0,007;;;;;;
1209,375;0,008;;;;;;
1210;0,007;;;;;;
1210,625;0,007;;;;;;
1211,25;0,008;;;;;;
1211,875;0,002;;;;;;
1212,5;0,015;;;;;;
1213,125;0,019;;;;;;
1213,75;0,007;;;;;;
1214,375;0,002;;;;;;
1215;0,001;;;;;;
1215,625;0,003;;;;;;
1216,25;0,009;;;;;;
1216,875;0,009;;;;;;
1217,5;0,011;;;;;;
1218,125;0,014;;;;;;
1218,75;0,015;;;;;;
1219,375;0,004;;;;;;
1220;0,004;;;;;;
1220,625;0,003;;;;;;
1221,25;0,005;;;;;;
1221,875;0,01;;;;;;
1222,5;0,011;;;;;;
1223,125;0,01;;;;;;
1223,75;0,015;;;;;;
1224,375;0,009;;;;;;
1225;0,002;;;;;;
1225,625;0,003;;;;;;
1226,25;0,007;;;;;;
1226,875;0,008;;;;;;
1227,5;0,001;;;;;;
1228,125;0,003;;;;;;
1228,75;0,011;;;;;;
1229,375;0,011;;;;;;
1230;0,002;;;;;;
1230,625;0,006;;;;;;
1231,25;0,001;;;;;;
1231,875;0,011;;;;;;
1232,5;0,012;;;;;;
1233,125;0,013;;;;;;
1233,75;0,011;;;;;;
1234,375;0,004;;;;;;
1235;0,005;;;;;;
1235,625;0,002;;;;;;
1236,25;0,001;;;;;;
1236,875;0,004;;;;;;
1237,5;0,01;;;;;;
1238,125;0,009;;;;;;
1238,75;0,002;;;;;;
1239,375;0,011;;;;;;
1240;0,01;;;;;;
1240,625;0,009;;;;;;
1241,25;0,013;;;;;;
1241,875;0,006;;;;;;
1242,5;0,002;;;;;;
1243,125;0,007;;;;;;
1243,75;0,01;;;;;;
1244,375;0,007;;;;;;
1245;0,003;;;;;;
1245,625;0,003;;;;;;
1246,25;0,007;;;;;;
1246,875;0,013;;;;;;
1247,5;0,009;;;;;;
1248,125;0,004;;;;;;
1248,75;0,01;;;;;;
1249,375;0,009;;;;;;
1250;0,012;;;;;;
1250,625;0,009;;;;;;
1251,25;0,001;;;;;;
1251,875;0,005;;;;;;
